zid;Аминьевское шоссе;Киевская;Кунцевская;Кутузовская;Мичуринский проспект;Озёрная;Парк Победы;Проспект Вернадского;Славянский бульвар;Юго-Западная
1000633;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000634;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000635;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000636;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000637;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000638;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000639;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000640;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000641;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000642;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000643;0.00;20.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000644;0.00;11.00;0.18;0.00;35.13;108.52;0.00;0.00;0.00;85.97
1000645;0.00;56.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000646;0.00;134.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000647;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000648;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000649;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000650;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000651;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000652;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000653;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000654;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000655;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000656;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000657;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000658;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000659;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000660;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000661;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000662;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1000663;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000101;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000103;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000104;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000105;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000106;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000107;96.02;1 132.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000108;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000109;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000110;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000111;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000112;18.89;262.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000114;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000115;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000117;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000118;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000119;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000120;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000121;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000122;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000125;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000126;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000127;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000128;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000129;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000130;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000131;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000132;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000133;0.00;18.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000134;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000135;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000136;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000137;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000138;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000201;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000202;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000204;71.52;814.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000205;19.30;259.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000207;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000209;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000210;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000211;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000212;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000214;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000215;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000216;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2000217;0.00;60.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
